Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
SPON2,10.3511,8.49826,9.50125,OK,protein_coding
CHCHD6,21.9618,20.9794,22.9463,OK,protein_coding
CTBP1,47.9565,40.4864,42.84,OK,protein_coding
LRRC36,0.624496,0.453269,0.794198,OK,protein_coding
ANKRD18CP,0.0338507,0.0204385,0.0471658,OK,processed_transcript
TPPP3,7.06086,6.55173,7.57489,OK,protein_coding
ZDHHC1,9.39374,7.78707,8.89805,OK,protein_coding
ATP6V0D1,41.3015,40.337,42.3089,OK,protein_coding
AGRP,0.0207327,0.0,0.0378232,OK,protein_coding
ZFYVE28,3.71485,3.20732,4.04032,OK,protein_coding
ZFYVE28,0.475133,0.282425,0.557962,OK,protein_coding
RLTPR,0.34675,0.300774,0.392694,OK,protein_coding
C16orf86,2.97565,2.70927,3.24317,OK,protein_coding
PIP,0.198369,0.0790344,0.2865,OK,protein_coding
FAM131B,0.279043,0.215809,0.343927,OK,protein_coding
RGS12,16.9931,15.6066,18.5071,OK,protein_coding
PSKH1,6.37674,5.95371,6.48666,OK,protein_coding
ZYX,72.3945,64.3932,66.8009,OK,protein_coding
ABR,17.5677,17.2902,18.1823,OK,protein_coding
FAM115D,0.874644,0.754529,0.993602,OK,pseudogene
LYPD5,2.10075,1.93756,2.2659,OK,protein_coding
CCDC117,7.86167,7.58163,8.23398,OK,protein_coding
ZNF230,1.66317,1.50359,1.76515,OK,protein_coding
CCDC107,3.86679,2.69121,3.49435,OK,protein_coding
ZNF222,2.72426,2.48993,2.96034,OK,protein_coding
NPR2,10.8576,9.06484,10.1718,OK,protein_coding
ZNF890P,0.176357,0.112199,0.24106,OK,pseudogene
ZNF221,0.847462,0.674585,1.02011,OK,protein_coding
ZNF233,2.44813,1.79378,3.10321,OK,protein_coding
ZNF235,1.33745,1.14675,1.52941,OK,protein_coding
GNE,12.2865,12.0757,12.7505,OK,protein_coding
TNFRSF13C,0.224906,0.124825,0.293338,OK,protein_coding
OR3A3,0.00760933,0.0,0.0179484,OK,protein_coding
ARHGAP35,7.89579,7.75404,8.17936,OK,protein_coding
PTGIR,2.34589,1.99022,2.42263,OK,protein_coding
CALM3,88.5678,87.5313,91.649,OK,protein_coding
DFFA,9.67121,8.60154,9.61369,OK,protein_coding
CCDC28B,2.85674,2.04763,2.71628,OK,protein_coding
IQCC,1.52058,1.37449,1.66751,OK,protein_coding
TMEM234,7.48415,6.00716,7.00147,OK,protein_coding
BSDC1,30.7673,30.0144,31.5184,OK,protein_coding
ZBTB8A,1.38084,1.15851,1.45409,OK,protein_coding
ATAD3B,9.33516,8.90405,9.67225,OK,protein_coding
SSU72,55.1908,47.6163,49.8282,OK,protein_coding
UBE2J2,22.8672,20.6309,22.4555,OK,protein_coding
ZNF362,11.4413,11.0757,11.8067,OK,protein_coding
FNDC5,13.2686,11.0721,13.295,OK,protein_coding
CPAMD8,17.2188,16.9666,17.7871,OK,protein_coding
NR2F6,12.0073,11.4465,12.5959,OK,protein_coding
ANKLE1,0.650033,0.569621,0.730494,OK,protein_coding
CCDC58,15.9321,14.4705,16.7284,OK,protein_coding
VMA21,5.66045,5.44791,5.94839,OK,protein_coding
KALRN,87.1515,75.5027,78.685,OK,protein_coding
CILP2,0.334385,0.283533,0.384008,OK,protein_coding
FAM86C2P,2.5117,2.22956,2.79382,OK,pseudogene
ABCG1,8.90954,8.60255,9.31216,OK,protein_coding
TFF3,12.5371,11.5311,13.5482,OK,protein_coding
TFF2,0.00139689,0.0,0.0544428,OK,protein_coding
TFF1,6.33385,3.62916,4.65707,OK,protein_coding
TMPRSS3,1.04808,0.902095,1.19424,OK,protein_coding
UBASH3A,0.278709,0.212776,0.344758,OK,protein_coding
RSPH1,1.62147,1.27269,1.72047,OK,protein_coding
SLC37A1,6.90307,6.41708,7.28933,OK,protein_coding
PDE9A,5.00604,4.61331,5.41121,OK,protein_coding
WDR4,4.68306,4.30658,5.0654,OK,protein_coding
NDUFV3,21.154,20.4222,21.8845,OK,protein_coding
PKNOX1,3.23433,2.88079,3.58766,OK,protein_coding
CBS,18.2026,15.9085,17.3825,OK,protein_coding
U2AF1,92.7879,88.3954,92.4679,OK,protein_coding
CRYAA,0.117755,0.0433835,0.195258,OK,protein_coding
HSF2BP,0.651615,0.546124,0.757948,OK,protein_coding
RRP1B,5.25909,5.0713,5.49463,OK,protein_coding
PDXK,24.9943,19.5876,21.5466,OK,protein_coding
G6PD,19.6443,18.7737,20.6054,OK,protein_coding
CSTB,43.0778,42.4775,44.671,OK,protein_coding
RRP1,16.1382,15.4276,16.8497,OK,protein_coding
AGPAT3,11.394,10.9548,11.8332,OK,protein_coding
AGPAT3,0.330503,0.0,0.228563,OK,protein_coding
TRAPPC10,8.40552,8.15644,8.65462,OK,protein_coding
GAB3,1.36949,1.22979,1.50913,OK,protein_coding
C21orf33,37.4627,36.5572,38.9795,OK,protein_coding
ICOSLG,2.22729,2.09199,2.36532,OK,protein_coding
AIRE,0.0718184,0.0351572,0.10875,OK,protein_coding
C21orf2,10.9819,9.91465,11.5495,OK,protein_coding
ZNF66P,0.630422,0.509074,0.752492,OK,pseudogene
LRRC3,0.606544,0.523723,0.689669,OK,protein_coding
ITGB2,17.9878,17.0771,19.0068,OK,protein_coding
FAM207A,7.08692,6.53511,7.6537,OK,protein_coding
RALGDS,49.5703,48.2444,51.7054,OK,protein_coding
FTCD,0.465188,0.282778,0.601007,OK,protein_coding
C21orf56,2.36873,2.11706,2.62076,OK,protein_coding
LSS,13.6611,12.5558,13.6521,OK,protein_coding
VAV2,6.06897,5.78462,6.38053,OK,protein_coding
MCM3AP,18.4908,16.8749,19.204,OK,protein_coding
C21orf58,1.40415,1.25126,1.5567,OK,protein_coding
PCNT,5.94126,5.49247,6.38948,OK,protein_coding
DIP2A,11.983,11.6597,12.3034,OK,protein_coding
S100B,28.0614,26.8746,29.4345,OK,protein_coding
PRMT2,42.307,39.9809,42.1687,OK,protein_coding
CLDND2,0.11295,0.053403,0.172076,OK,protein_coding
ZNF208,0.40899,0.363383,7.89884,OK,protein_coding
ADAMTS13,2.29734,2.08466,2.50909,OK,protein_coding
C9orf7,5.46903,4.66316,5.35127,OK,protein_coding
SLC2A6,0.971075,0.855618,1.08982,OK,protein_coding
ZNF761,5.38278,4.85409,5.5865,OK,processed_transcript
FCN2,0.0863394,0.0426394,0.130024,OK,protein_coding
C9orf116,3.48428,2.22603,3.04719,OK,protein_coding
ZNF714,0.860261,0.749714,0.970508,OK,protein_coding
GPSM1,10.3325,9.35237,10.124,OK,protein_coding
C19orf47,4.17899,3.90296,4.45606,OK,protein_coding
HIPK4,0.152336,0.111392,0.193612,OK,protein_coding
C9orf117,0.356696,0.267194,0.45565,OK,protein_coding
TOR2A,3.54695,3.21032,3.88599,OK,protein_coding
ST6GALNAC6,48.1522,47.1272,49.7551,OK,protein_coding
SHKBP1,10.5354,10.0846,11.0233,OK,protein_coding
RDH13,3.39751,3.1678,3.63761,OK,protein_coding
ZER1,13.6481,13.0899,14.3239,OK,protein_coding
ZDHHC12,12.6483,11.8902,13.4471,OK,protein_coding
PKN3,2.28011,1.954,2.39682,OK,protein_coding
SPTBN4,0.912217,0.839652,0.985769,OK,protein_coding
BRSK1,4.68484,4.45018,4.94807,OK,protein_coding
COX6B2,9.44558,7.99069,8.89405,OK,protein_coding
TMEM190,2.84695,1.63733,2.37803,OK,protein_coding
NLRP4,0.00350517,0.0,0.0105159,OK,protein_coding
PPAPDC3,1.53068,1.37734,1.6846,OK,protein_coding
TAOK1,4.37796,4.23533,4.59065,OK,protein_coding
MED27,14.1004,13.4176,14.8215,OK,protein_coding
DEDD2,10.1005,8.72574,9.67519,OK,protein_coding
SIK3,11.7857,11.3583,12.1509,OK,protein_coding
MPZL3,4.34986,4.14654,4.58301,OK,protein_coding
AMICA1,4.9261,4.54535,5.30921,OK,protein_coding
NEK8,3.03861,2.84084,3.24148,OK,protein_coding
TLCD1,4.45576,4.05024,4.86199,OK,protein_coding
PCSK7,70.0103,69.8537,72.1943,OK,protein_coding
SAFB,33.7796,33.5118,34.9288,OK,protein_coding
CD3G,0.615022,0.502756,0.901873,OK,protein_coding
S100A1,6.84658,4.40708,5.45735,OK,protein_coding
CHTOP,34.5929,30.3811,32.4017,OK,protein_coding
CXCR5,0.0,0.0,0.00260862,OK,protein_coding
ZBTB7B,21.5847,19.3675,20.7546,OK,protein_coding
FLAD1,14.164,13.5377,14.7878,OK,protein_coding
VPS11,18.0459,17.3806,18.7117,OK,processed_transcript
NLRX1,5.74462,5.41785,6.06174,OK,protein_coding
ADAR,42.0518,40.0601,41.7042,OK,protein_coding
IL6R,3.81015,3.54852,4.07599,OK,protein_coding
UBE2Q1,33.2039,26.6802,28.6448,OK,protein_coding
CHRNB2,0.108226,0.0876709,0.128059,OK,protein_coding
CRTC2,22.0903,20.1688,21.819,OK,protein_coding
ANO10,11.553,9.45588,10.5765,OK,protein_coding
FDPS,46.2725,44.9047,48.2441,OK,protein_coding
RUSC1,16.6981,16.0788,17.5801,OK,protein_coding
GBAP1,4.17923,3.82578,4.53406,OK,pseudogene
FAM189B,8.30471,7.98978,8.61982,OK,protein_coding
PAQR6,2.71611,2.36299,2.9402,OK,protein_coding
PMF1,28.5162,22.876,25.1709,OK,protein_coding
SLC25A44,9.36121,8.94692,9.77624,OK,protein_coding
LMNA,116.425,114.386,120.62,OK,protein_coding
CCR5,1.31499,1.20452,1.42725,OK,protein_coding
NBEAL2,33.0849,31.6681,34.3224,OK,protein_coding
CCDC12,84.33,81.9537,88.1761,OK,protein_coding
PTH1R,9.81576,9.2392,10.3933,OK,protein_coding
UBQLN4,13.4287,12.9357,13.9122,OK,protein_coding
MYL3,13.7082,12.8708,14.6299,OK,protein_coding
PPP1R35,12.4683,8.78002,10.2466,OK,protein_coding
GPATCH4,24.5053,23.6496,25.4244,OK,protein_coding
STAG3L2,13.0874,12.4098,13.806,OK,protein_coding
LRRC71,0.056556,0.0131911,0.102731,OK,protein_coding
GATS,0.0632145,0.0320249,0.0960748,OK,protein_coding
FCRL3,0.11323,0.0632656,0.163304,OK,protein_coding
AZGP1,7.24049,6.78973,7.69289,OK,protein_coding
FGFR4,1.5286,1.294,1.7222,OK,protein_coding
CYP3A4,0.221141,0.126457,0.317306,OK,protein_coding
CYP3A7,0.416303,0.297811,0.530754,OK,protein_coding
NACC1,6.41327,5.97388,6.4556,OK,protein_coding
HK3,3.11483,2.59491,3.40211,OK,protein_coding
LY6K,0.974662,0.64426,1.02435,OK,protein_coding
IER2,26.5205,23.4144,24.7462,OK,protein_coding
ZNF394,11.6549,10.7762,12.0119,OK,protein_coding
CPSF4,12.7818,12.1274,13.5217,OK,protein_coding
LY6E,120.002,99.297,103.012,OK,protein_coding
VPS28,93.6072,91.939,97.2289,OK,protein_coding
TONSL,0.791234,0.726363,0.855614,OK,protein_coding
PTGER1,0.137999,0.0854097,0.183021,OK,protein_coding
MUM1,10.9819,10.5485,11.6099,OK,protein_coding
RECQL4,1.14137,0.893438,1.31242,OK,processed_transcript
LRRC14,7.11566,6.03895,6.94378,OK,protein_coding
ZNF333,5.26256,4.75233,5.36712,OK,protein_coding
EMID2,0.0397481,0.0104305,0.0909113,OK,polymorphic_pseudogene
PPP1R16A,13.0129,10.0171,11.3994,OK,protein_coding
FOXH1,3.55423,3.3167,3.79229,OK,protein_coding
ORAI2,3.45675,3.096,3.62358,OK,protein_coding
ALKBH4,4.83462,4.50473,5.16703,OK,protein_coding
SH2B2,2.77781,2.50022,3.05538,OK,protein_coding
C5orf45,99.4214,98.5158,102.695,OK,protein_coding
SQSTM1,194.976,194.431,201.133,OK,protein_coding
MGAT4B,30.469,28.964,31.978,OK,protein_coding
RPL8,1282.37,1238.63,1260.38,OK,protein_coding
MAML1,10.1487,9.81232,10.4242,OK,protein_coding
LRWD1,5.44303,4.70062,5.37425,OK,protein_coding
FBXL13,0.403023,0.321592,0.508091,OK,protein_coding
NAPEPLD,5.13891,4.85881,5.40323,OK,protein_coding
SCGB3A1,0.951125,0.689948,1.21232,OK,protein_coding
PSMC2,48.9646,48.3951,50.7535,OK,protein_coding
CELF5,0.151954,0.117282,0.186824,OK,protein_coding
MFSD12,7.33411,6.95042,7.72945,OK,protein_coding
AC008103.5.1,0.71408,0.38518,0.721571,OK,processed_transcript
XXbac-B444P24.10.1,1.53873,1.16054,1.62662,OK,pseudogene
USP41,7.07087,4.08078,10.0686,OK,protein_coding
AC002472.8.1,1.03016,0.878237,1.18238,OK,pseudogene
YDJC,6.46293,6.06023,6.8886,OK,protein_coding
CCDC116,0.137292,0.0759885,0.198288,OK,protein_coding
DVL3,24.2989,23.4861,25.0061,OK,protein_coding
AP2M1,170.559,168.763,172.352,OK,protein_coding
ABCF3,23.3295,21.7259,23.512,OK,protein_coding
PCYT1A,19.1525,18.2663,20.255,OK,protein_coding
FBXO27,5.43587,5.1478,5.75189,OK,protein_coding
DMKN,31.7283,30.0689,33.6644,OK,protein_coding
U2AF1L4,10.0665,9.31539,10.8184,OK,protein_coding
BDH1,7.79833,6.19423,7.3513,OK,protein_coding
NPHS1,0.11134,0.0874272,0.135594,OK,protein_coding
THAP8,1.73386,1.51827,1.94627,OK,protein_coding
COX7A1,70.2861,67.8409,73.5791,OK,protein_coding
ZNF382,1.28165,1.0624,1.49458,OK,protein_coding
DUSP14,7.62346,7.17442,8.08263,OK,protein_coding
LRRC56,1.17898,1.03733,1.27944,OK,protein_coding
PLXDC1,3.99819,3.74336,4.28888,OK,protein_coding
PGAP3,11.5986,11.2096,12.1114,OK,protein_coding
IKZF3,0.477364,0.436159,0.553587,OK,protein_coding
GRIN2C,0.15252,0.121781,0.183879,OK,protein_coding
FDXR,4.4168,4.12336,4.71362,OK,protein_coding
SAP30BP,42.3802,41.0668,44.0918,OK,protein_coding
ACOX1,8.84583,8.552,9.05443,OK,protein_coding
PRPSAP1,23.6049,22.2226,24.3432,OK,protein_coding
CYGB,12.3372,10.9456,12.0179,OK,protein_coding
SRSF2,95.3699,86.193,88.8939,OK,protein_coding
ZNF577,10.7476,8.82524,10.3196,OK,protein_coding
TMEM143,2.23433,2.04747,2.42228,OK,protein_coding
CCL5,8.86361,8.3528,9.40188,OK,protein_coding
CCL16,0.397244,0.30029,0.494157,OK,protein_coding
CCL15,2.51778,2.12234,2.91354,OK,protein_coding
TBC1D3G,2.12609,1.94786,2.30456,OK,protein_coding
KLHL10,0.402528,0.258582,0.544078,OK,protein_coding
CCDC155,0.0106214,0.00242526,0.0194021,OK,protein_coding
ALDH16A1,8.25267,7.95233,8.64133,OK,protein_coding
DCD,0.0957532,0.013177,0.179928,OK,protein_coding
ITGA5,15.8862,13.5212,14.7554,OK,protein_coding
SIGLEC11,0.364829,0.299015,0.430583,OK,protein_coding
ZNF385A,38.7188,37.9474,40.3076,OK,protein_coding
SIGLEC16,0.22023,0.16431,0.275351,OK,protein_coding
MPP3,4.11468,3.72159,4.4349,OK,protein_coding
CD300LG,0.251333,0.197393,0.305182,OK,protein_coding
IZUMO2,0.0115439,0.0,0.0577326,OK,protein_coding
NAGS,1.10467,0.980549,1.23189,OK,protein_coding
LSM12,13.7244,12.2098,13.1789,OK,protein_coding
ASB16,0.671768,0.553892,0.77815,OK,protein_coding
C19orf63,40.6314,39.8286,42.2006,OK,protein_coding
JOSD2,12.166,11.3485,13.0062,OK,protein_coding
SHANK1,0.626251,0.492834,0.760106,OK,protein_coding
FAM171A2,0.420994,0.349545,0.492291,OK,protein_coding
DBF4B,4.55388,3.91517,4.72325,OK,protein_coding
PLCD3,34.3614,27.9919,30.2723,OK,protein_coding
FMNL3,2.66149,2.50964,2.83955,OK,protein_coding
AQP5,523.869,527.609,537.285,OK,protein_coding
RACGAP1,4.77575,4.3341,5.31233,OK,protein_coding
OR7G1,0.00363249,0.0,0.0217949,OK,protein_coding
LARP4,20.3916,19.761,20.9941,OK,protein_coding
GRASP,9.40109,8.30903,10.0566,OK,protein_coding
RAVER1,8.35092,8.09249,8.72563,OK,protein_coding
KRT84,0.0,0.0,0.00552523,OK,protein_coding
KRT82,0.000195977,0.0,0.00650832,OK,protein_coding
SYCE2,0.586224,0.408404,0.688588,OK,protein_coding
SPC24,0.584314,0.431974,0.737513,OK,protein_coding
IP6K3,4.61669,4.36098,4.88491,OK,protein_coding
LEMD2,29.6644,27.6098,29.8625,OK,protein_coding
ALOX15,1.47473,1.34582,1.60368,OK,protein_coding
TREML1,0.742008,0.584666,0.902173,OK,protein_coding
RP1-34B21.6.1,1.03082,0.941067,1.11974,OK,pseudogene
ZNF653,1.88328,1.59921,1.96608,OK,protein_coding
MED11,13.4317,9.81511,11.2283,OK,protein_coding
CXCL16,16.3989,15.9857,17.091,OK,protein_coding
SCIMP,2.58117,2.16588,2.99466,OK,protein_coding
C17orf49,12.4827,11.5074,13.4821,OK,protein_coding
BCL6B,2.45066,2.26683,2.63989,OK,protein_coding
ASGR2,0.754272,0.621032,0.887697,OK,protein_coding
TNFSF13,33.7004,33.0743,35.1081,OK,protein_coding
SENP3,17.0247,16.5009,17.7226,OK,protein_coding
FGF11,2.80058,2.46899,2.89819,OK,protein_coding
EIF4A1,269.63,244.224,249.205,OK,protein_coding
RPL26,1260.75,808.487,822.374,OK,protein_coding
CCDC42,0.0279133,0.00492486,0.0549937,OK,protein_coding
POLR3K,5.58097,4.48583,5.33722,OK,protein_coding
SNRNP25,18.6446,17.4081,19.8983,OK,protein_coding
WDR90,16.827,15.8369,17.8599,OK,protein_coding
JMJD8,25.5217,24.3915,26.6751,OK,protein_coding
CCDC78,1.41401,1.16974,1.6628,OK,protein_coding
MSLNL,0.177013,0.104624,0.249396,OK,protein_coding
SSTR5,0.128821,0.0843514,0.175231,OK,protein_coding
SPSB3,31.7788,26.7111,28.511,OK,protein_coding
C16orf73,0.362754,0.246576,0.482482,OK,protein_coding
HS3ST6,2.13892,1.88269,2.39553,OK,protein_coding
C16orf59,0.265527,0.181751,0.349312,OK,protein_coding
CCNF,0.501315,0.432661,0.569567,OK,protein_coding
TBC1D24,2.61112,2.21025,3.01072,OK,protein_coding
AMDHD2,6.2374,5.68331,6.79611,OK,protein_coding
NTN3,0.0162387,0.00291006,0.0291006,OK,protein_coding
CCDC64B,11.4254,10.0333,11.1088,OK,protein_coding
PAQR4,0.592026,0.501854,0.677578,OK,protein_coding
FLYWCH2,25.114,24.2697,26.3138,OK,protein_coding
ZG16B,7.07948,5.01437,6.09235,OK,protein_coding
ZNF75A,5.22151,4.94534,5.53476,OK,protein_coding
ADCY9,3.24564,3.07984,3.33587,OK,protein_coding
SHANK2,0.122953,0.0660158,0.260379,OK,protein_coding
SHANK2,0.410006,0.138806,0.429037,OK,protein_coding
CLPB,2.13801,1.96972,2.30642,OK,protein_coding
NEU3,1.98955,1.74704,2.23256,OK,protein_coding
CYBASC3,20.322,19.6607,21.2786,OK,protein_coding
PPP1R32,3.41153,3.06791,3.76353,OK,protein_coding
ASRGL1,6.56278,5.36609,6.64994,OK,protein_coding
GNG3,0.299444,0.196778,0.393555,OK,protein_coding
UBXN1,91.6023,88.821,92.782,OK,protein_coding
C11orf48,54.0166,36.4918,39.7012,OK,protein_coding
TTC9C,12.9624,12.1678,13.7777,OK,protein_coding
TAF6L,13.1634,9.25627,10.5788,OK,protein_coding
NXF1,60.3703,52.6163,55.1624,OK,protein_coding
STX5,25.9276,25.1012,26.8975,OK,protein_coding
SLC25A45,4.72308,4.32049,5.12314,OK,protein_coding
RPL29,736.842,741.21,756.645,OK,protein_coding
ITIH3,1.70641,1.19548,1.75082,OK,protein_coding
DCP1A,6.39418,6.14916,6.63924,OK,processed_transcript
SYVN1,17.4027,16.737,18.236,OK,protein_coding
ZFPL1,24.5792,23.1577,26.9446,OK,protein_coding
RPS6KA4,12.0907,11.5801,12.6034,OK,protein_coding
LRP5,11.0859,10.5434,11.647,OK,protein_coding
TPCN2,5.48885,4.79679,5.41762,OK,protein_coding
CYP4A22,0.106048,0.0669896,0.145045,OK,protein_coding
PDZK1IP1,23.0061,21.8636,24.2219,OK,protein_coding
TAL1,1.28942,1.02787,1.60449,OK,protein_coding
CMPK1,68.4547,67.8743,70.6576,OK,protein_coding
BEND5,9.9346,7.72491,9.12333,OK,protein_coding
ELAVL4,0.068058,0.023102,0.137937,OK,protein_coding
SELRC1,4.99759,4.65144,5.34694,OK,protein_coding
ZYG11B,5.30347,5.16658,5.51622,OK,protein_coding
SLC1A7,0.285173,0.225931,0.342511,OK,protein_coding
C1orf123,37.5496,36.1245,38.9739,OK,protein_coding
MAGOH,45.4872,31.3439,34.2459,OK,protein_coding
ACOT11,2.27216,1.98785,2.35616,OK,protein_coding
FAM151A,0.364724,0.293871,0.435618,OK,protein_coding
PARS2,1.4688,1.246,1.54889,OK,protein_coding
C1orf177,0.14245,0.0957011,0.189476,OK,protein_coding
BSND,0.0297626,0.0166457,0.0432788,OK,protein_coding
USP24,9.29039,8.04197,8.92144,OK,protein_coding
PPAP2B,208.067,209.522,213.128,OK,protein_coding
NOL9,2.92061,2.62854,3.11101,OK,protein_coding
PRKAA2,3.31933,3.17257,3.42175,OK,protein_coding
KLHL21,13.786,13.4944,14.2624,OK,protein_coding
ZSWIM5,1.21185,1.07298,1.35499,OK,protein_coding
GMEB1,2.75499,2.567,2.94581,OK,protein_coding
SLC45A1,0.96512,0.844131,1.08666,OK,protein_coding
SEPN1,14.7543,14.5358,15.3109,OK,protein_coding
AK4,10.1592,9.93841,10.6116,OK,protein_coding
JAK1,40.7405,39.2351,40.5265,OK,protein_coding
RAVER2,6.25142,5.92317,6.42036,OK,protein_coding
CTRC,0.521494,0.369024,0.681066,OK,protein_coding
LZIC,12.7007,11.95,13.4631,OK,protein_coding
RBP7,13.325,12.3741,14.2836,OK,protein_coding
KNCN,0.00273449,0.0,0.0445727,OK,protein_coding
FBLIM1,28.0703,25.9627,28.9783,OK,protein_coding
TMEM82,0.0130598,0.0,0.0441451,OK,protein_coding
SLC25A34,1.35151,1.07709,1.46658,OK,protein_coding
AKR7A3,0.651545,0.500204,0.740167,OK,protein_coding
C1orf187,0.149087,0.126665,0.171509,OK,protein_coding
PDPN,85.5674,83.6652,88.2211,OK,protein_coding
LRRC38,2.06835,1.80001,2.21077,OK,protein_coding
DHRS3,67.3553,66.4,69.6365,OK,protein_coding
MATN1,0.156658,0.107191,0.205568,OK,protein_coding
LAPTM5,52.7121,52.2647,54.4565,OK,protein_coding
SDC3,11.0255,10.4292,11.6581,OK,protein_coding
PEF1,41.4984,40.1494,42.639,OK,protein_coding
SYNC,30.4016,30.1218,31.4319,OK,protein_coding
RBBP4,56.1865,45.3478,47.8271,OK,protein_coding
KIAA1522,22.0294,21.7465,22.8415,OK,protein_coding
TSSK3,2.62719,2.38835,2.871,OK,protein_coding
TMCO4,9.95498,9.48936,10.4208,OK,protein_coding
UBXN10,1.06333,0.972049,1.14841,OK,protein_coding
CAMK2N1,11.8004,11.2961,12.3647,OK,protein_coding
ALPL,1.89561,1.73408,2.06658,OK,protein_coding
WNT4,7.00874,6.49902,7.52031,OK,protein_coding
TTLL10,0.589703,0.294634,0.655206,OK,protein_coding
SCNN1D,2.70863,2.02822,2.63705,OK,protein_coding
MXRA8,106.189,93.5096,96.9185,OK,protein_coding
C1orf86,20.0054,18.9334,21.1823,OK,protein_coding
MEGF6,24.1284,23.0549,25.2011,OK,protein_coding
CCDC27,0.0117377,0.0,0.0291289,OK,protein_coding
IL23R,0.122193,0.0727956,0.172762,OK,protein_coding
DIRAS3,30.4292,29.4393,31.6457,OK,protein_coding
C1orf87,0.163912,0.0760808,0.2533,OK,protein_coding
NFIA,7.72034,7.41918,8.02441,OK,protein_coding
OMA1,8.29755,7.52767,9.0704,OK,protein_coding
MYSM1,8.89057,8.65364,9.13131,OK,protein_coding
TM2D1,38.7562,37.2283,40.3342,OK,protein_coding
USP1,12.9178,12.6828,13.4323,OK,protein_coding
FUBP1,76.4105,64.4492,67.6764,OK,protein_coding
NEXN,9.48336,9.12094,9.84579,OK,protein_coding
DNAJB4,18.1373,15.8619,17.1633,OK,protein_coding
ELTD1,8.2644,7.63298,8.9093,OK,protein_coding
LRRIQ3,0.405826,0.286168,0.530488,OK,protein_coding
TYW3,13.6002,12.9379,14.2956,OK,protein_coding
LHX8,0.00742123,0.0,0.0589277,OK,protein_coding
SNX7,9.87789,9.41348,10.3494,OK,protein_coding
B3GALT2,0.625509,0.533102,0.691973,OK,protein_coding
NTNG1,8.74997,8.43508,9.06828,OK,protein_coding
FAM102B,6.95671,6.81089,7.2498,OK,protein_coding
HENMT1,2.71638,2.42099,3.01229,OK,protein_coding
AKNAD1,0.261984,0.170716,0.353275,OK,protein_coding
C1orf52,13.1485,12.3524,14.0108,OK,protein_coding
WDR63,0.626721,0.511337,0.742969,OK,protein_coding
GBP2,95.2817,85.107,87.9177,OK,protein_coding
ATXN7L2,1.87739,1.7023,2.0523,OK,protein_coding
GBP4,8.32395,7.74938,8.90656,OK,protein_coding
ZNF326,22.5638,21.9906,23.521,OK,protein_coding
HFM1,0.967457,0.79614,1.12967,OK,protein_coding
FAM5C,0.0359658,0.00215447,0.102769,OK,protein_coding
GFI1,0.288461,0.214076,0.363502,OK,protein_coding
LSP1P3,0.0836578,0.0,0.166713,OK,pseudogene
KCNT2,5.46289,5.23835,5.72706,OK,protein_coding
AGL,7.22069,7.00182,7.51428,OK,protein_coding
VCAM1,47.2977,47.0034,48.7815,OK,protein_coding
EXTL2,8.16997,7.80715,8.59681,OK,protein_coding
SLC30A7,4.80537,4.61976,5.06264,OK,protein_coding
ZNF281,2.08212,1.93459,2.23496,OK,protein_coding
ARPC5,68.3443,67.8501,70.5788,OK,protein_coding
CADM3,7.40886,6.57844,7.39679,OK,protein_coding
NLRP3,0.955154,0.858785,1.05163,OK,protein_coding
ZNF496,5.42138,5.17935,5.66749,OK,protein_coding
TRIM58,0.354699,0.299274,0.408589,OK,protein_coding
SLAMF9,0.0823447,0.0178925,0.146926,OK,protein_coding
KCNJ9,0.0233304,0.0124735,0.0332627,OK,protein_coding
IGSF8,14.9247,14.3976,15.627,OK,protein_coding
DDR2,19.0083,18.5321,19.4845,OK,protein_coding
PEA15,80.1751,79.844,82.8042,OK,protein_coding
PEX19,33.1537,32.3852,34.5171,OK,protein_coding
NCSTN,39.9227,38.9277,41.5212,OK,protein_coding
VANGL2,7.62236,7.46303,7.96289,OK,protein_coding
SLAMF6,0.691803,0.603632,0.780576,OK,protein_coding
OLFML2B,14.958,13.1254,14.4925,OK,protein_coding
FCRLB,0.217234,0.149166,0.285993,OK,protein_coding
FCGR3B,5.5257,5.00101,6.05575,OK,protein_coding
SLC9A11,0.387584,0.0610157,0.780714,OK,protein_coding
KLHDC9,4.13063,3.72564,4.53595,OK,protein_coding
C1orf74,2.14799,1.94965,2.35056,OK,protein_coding
LMX1A,0.0435192,0.0209883,0.066642,OK,protein_coding
LRRC52,0.00994291,0.0,0.0211081,OK,protein_coding
FLVCR1,2.66019,2.38356,2.93709,OK,protein_coding
FAM71A,0.0244721,0.00543811,0.0450213,OK,protein_coding
ATF3,15.636,14.7762,16.5008,OK,protein_coding
RBM15,1.24782,1.14453,1.35595,OK,protein_coding
DENND2D,14.8708,13.6947,15.3113,OK,protein_coding
AXDND1,0.176664,0.0755767,0.278713,OK,protein_coding
TDRD5,0.0289102,0.0121142,0.04581,OK,protein_coding
IER5,8.40569,8.07432,8.83511,OK,protein_coding
SNED1,11.4252,11.0711,11.9343,OK,protein_coding
BPNT1,13.5122,12.7183,14.3606,OK,protein_coding
SPATA17,1.90405,1.46398,2.29474,OK,protein_coding
C1orf115,3.88054,3.51708,3.92179,OK,protein_coding
