Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
CCNH,16.2945,15.2022,17.3859,OK,protein_coding
HRH4,0.12493,0.0790176,0.170491,OK,protein_coding
TMEM241,1.3335,1.01237,1.6611,OK,protein_coding
KCTD1,12.2046,11.4864,12.9553,OK,protein_coding
CABLES1,6.36765,5.88295,6.85551,OK,protein_coding
DOCK2,1.14352,0.894736,1.38955,OK,protein_coding
EMP1,88.3718,85.9102,90.8329,OK,protein_coding
SOX5,1.29016,0.947846,1.62079,OK,protein_coding
RERG,81.3004,72.4071,76.6625,OK,protein_coding
KLRD1,0.476036,0.330008,0.716438,OK,protein_coding
KLRC1,0.024199,0.0,0.141363,OK,protein_coding
C12orf39,0.391136,0.27139,0.510737,OK,protein_coding
PRH2,0.542341,0.268668,0.816322,OK,protein_coding
LRP4,9.17126,8.34493,9.58825,OK,protein_coding
MYBPC3,0.0105848,0.0,0.026114,OK,protein_coding
DDB2,7.19129,6.61072,7.77476,OK,protein_coding
ACP2,21.3254,20.0429,22.6245,OK,protein_coding
USP26,0.00132145,0.0,0.0773951,OK,protein_coding
FAM127A,60.0975,57.7857,62.8603,OK,protein_coding
RAB33A,0.297894,0.162398,0.422234,OK,protein_coding
SOX3,0.0583424,0.0197007,0.0919367,OK,protein_coding
RBMX2,13.1864,12.2261,14.15,OK,protein_coding
MST4.1,0.821185,0.665892,0.976542,OK,protein_coding
FOLH1B,0.310947,0.185902,0.538694,OK,pseudogene
PIWIL4,2.34357,2.00505,2.68111,OK,protein_coding
MTNR1B,0.0134371,0.0,0.111018,OK,protein_coding
PUM1,34.8033,32.9214,36.7242,OK,protein_coding
SPOCD1,0.39079,0.14434,0.711918,OK,protein_coding
YARS,15.433,14.4431,16.4368,OK,protein_coding
PHC2,37.5476,33.2729,36.3527,OK,protein_coding
CDCA8,2.03138,1.79157,2.27194,OK,protein_coding
GNL2,13.8057,12.7439,14.7106,OK,protein_coding
EIF2C4,7.25278,5.93159,8.57309,OK,protein_coding
HOOK1,0.663771,0.423366,0.905237,OK,protein_coding
CYP2J2,0.637595,0.466701,0.808595,OK,protein_coding
BTF3L4,20.8024,19.4085,22.2747,OK,protein_coding
ZCCHC11,22.2021,17.985,21.2433,OK,protein_coding
PRPF38A,16.3953,15.5353,17.3378,OK,protein_coding
DSC2,0.59485,0.499814,0.690742,OK,protein_coding
DSG3,0.0928213,0.064093,0.123256,OK,protein_coding
RNF138,3.61603,3.31661,3.91672,OK,protein_coding
ELP2,29.3509,27.3459,31.4744,OK,protein_coding
DSG1,0.0591131,0.0197039,0.118725,OK,protein_coding
DSC3,0.109978,0.0789427,0.139668,OK,protein_coding
DSC1,0.0455253,0.0202969,0.0710967,OK,protein_coding
DTNA,3.75531,3.42425,4.08956,OK,protein_coding
FHOD3,2.10107,1.92532,2.277,OK,protein_coding
TPGS2,15.524,13.7145,15.3093,OK,protein_coding
DAGLA,0.920163,0.825655,1.01262,OK,protein_coding
SLC43A3,32.4881,30.5293,34.5394,OK,protein_coding
TIMM10,15.1472,13.6541,16.6523,OK,protein_coding
DHX34,4.8644,4.51496,5.21568,OK,protein_coding
APLNR,4.06374,3.70544,4.42339,OK,protein_coding
FADS2,32.5618,30.8808,34.5289,OK,protein_coding
C11orf10,131.445,80.4523,89.1929,OK,protein_coding
GPR77,0.716437,0.463933,0.927867,OK,protein_coding
TMEM165,21.5848,20.4571,22.7111,OK,protein_coding
CLOCK,3.84591,3.44017,4.25154,OK,protein_coding
PDGFRA,43.2004,42.3066,44.9866,OK,protein_coding
A2LD1,3.25955,2.30895,4.21123,OK,protein_coding
COL4A2,214.733,214.919,218.955,OK,protein_coding
CLDN10,14.4163,10.8238,13.2974,OK,protein_coding
DZIP1,17.1596,15.9729,17.8372,OK,protein_coding
UBAC2,33.595,32.3957,34.7978,OK,protein_coding
ARGLU1,153.016,144.383,151.145,OK,protein_coding
BIVM,11.2689,9.63286,11.0612,OK,protein_coding
ERCC5,23.255,20.2272,23.2146,OK,protein_coding
TPP2,11.5177,10.8053,12.231,OK,protein_coding
KDELC1,16.8527,16.0647,17.635,OK,protein_coding
CARS2,20.606,19.0189,22.2199,OK,protein_coding
ARHGAP32,4.99458,4.63049,5.36055,OK,protein_coding
STT3A,58.1779,56.5525,60.7724,OK,protein_coding
ADAMTS8,0.770339,0.650467,0.890338,OK,protein_coding
ACRV1,0.127557,0.0173155,0.322162,OK,protein_coding
ETS1,9.26095,8.60864,9.91276,OK,protein_coding
SLC37A2,0.671571,0.542855,0.80065,OK,protein_coding
KLB,0.037359,0.0201542,0.0537445,OK,protein_coding
TMED7,17.9409,16.7879,19.1992,OK,protein_coding
APC,3.76138,3.14487,4.38295,OK,protein_coding
C5orf13,394.476,393.687,407.135,OK,protein_coding
WDR36,3.40766,3.15538,3.65962,OK,protein_coding
OSTF1,15.5726,12.5562,14.5904,OK,protein_coding
RFK,6.47192,5.78525,7.06871,OK,protein_coding
UBQLN1,21.0149,18.1217,20.3404,OK,protein_coding
NAA35,6.03383,5.5922,6.48248,OK,protein_coding
C9orf40,1.98462,1.63882,2.19485,OK,protein_coding
ANXA1,90.9014,88.6893,93.1138,OK,protein_coding
CTSL1,199.007,195.131,204.295,OK,protein_coding
TMEM2,15.2143,13.6734,16.5032,OK,protein_coding
AGTPBP1,2.78724,2.54937,3.02673,OK,protein_coding
GOLM1,27.5117,26.267,28.8219,OK,protein_coding
FAM189A2,67.6002,65.8741,70.226,OK,protein_coding
PSAT1,48.4476,47.1497,50.4605,OK,protein_coding
ISCA1,16.6947,15.666,17.731,OK,protein_coding
ADAM19,4.60648,4.31319,4.91164,OK,protein_coding
HAVCR2,0.77013,0.59363,0.946386,OK,protein_coding
CCNJL,3.84182,3.26199,4.40379,OK,protein_coding
TAOK3,13.248,11.8185,13.6837,OK,protein_coding
USP30,6.28032,5.72895,6.83149,OK,protein_coding
SDS,0.214917,0.0847392,0.348135,OK,protein_coding
MSI1,6.76351,6.04016,7.49031,OK,protein_coding
HNF1A,0.356693,0.247358,0.573196,OK,protein_coding
FBXO21,18.1522,17.1199,19.2506,OK,protein_coding
TBX3,1.75004,1.40753,2.08752,OK,protein_coding
OASL,0.074177,0.00735185,0.142703,OK,protein_coding
HRK,0.027763,0.0,0.157457,OK,protein_coding
RNFT2,0.611554,0.430236,0.792289,OK,protein_coding
P2RX4,12.2532,10.6081,12.9241,OK,protein_coding
CCDC64,0.50255,0.278543,0.746794,OK,protein_coding
DTX1,1.82511,1.55848,2.09159,OK,protein_coding
TRAFD1,16.1596,15.4089,16.909,OK,protein_coding
DMTF1,41.9995,40.0253,44.3693,OK,protein_coding
OCM2,0.134581,0.0,0.282367,OK,protein_coding
C7orf23,17.6602,16.2281,19.1108,OK,protein_coding
CCDC146,8.35769,7.33738,9.38066,OK,protein_coding
TMEM60,7.47236,5.4985,6.96299,OK,protein_coding
POM121C,16.1204,14.7655,17.485,OK,protein_coding
CD36,4.45834,3.444,4.93204,OK,protein_coding
PNPLA8,10.7371,8.93124,10.7137,OK,protein_coding
HILPDA,10.1225,8.05309,9.83501,OK,protein_coding
FAM71F1,0.128537,0.0297057,0.304596,OK,protein_coding
RINT1,7.82045,5.8514,7.49294,OK,protein_coding
SRPK2,13.5571,12.6075,14.6452,OK,protein_coding
KCP,1.9193,1.71016,2.12798,OK,processed_transcript
TES,43.7312,40.1193,43.7929,OK,protein_coding
MDFIC,18.0959,16.6962,19.5354,OK,protein_coding
MTO1,13.0896,9.62779,11.7933,OK,protein_coding
BAI3,3.30152,3.03744,3.56647,OK,protein_coding
ANKRD6,20.7443,19.2632,22.3193,OK,protein_coding
HTR1B,0.0917113,0.0353072,0.141229,OK,protein_coding
KHDC1,3.84936,2.9928,4.05476,OK,protein_coding
KIAA1009,3.8835,3.44893,4.31678,OK,protein_coding
SYNCRIP,22.0244,20.9454,23.1041,OK,protein_coding
SNX14,13.091,9.89475,12.0329,OK,protein_coding
NT5E,6.37198,5.90116,6.84522,OK,protein_coding
MRAP2,8.42418,7.26218,8.52737,OK,protein_coding
EPHA7,2.9225,2.68341,3.1659,OK,protein_coding
AKIRIN2,12.8285,10.9483,12.7429,OK,protein_coding
ORC3,7.21796,6.76781,7.66877,OK,protein_coding
LCA5,2.71059,2.50312,2.92284,OK,protein_coding
MAP3K7,13.4028,12.6972,14.1531,OK,protein_coding
CGA,0.0270465,0.0,0.0575483,OK,protein_coding
GJA10,0.0376871,0.00824441,0.0659553,OK,protein_coding
PRR5L,7.80963,6.11463,7.92918,OK,protein_coding
LMO2,5.69231,4.75451,6.15516,OK,protein_coding
PHF21A,19.7321,16.5971,19.2079,OK,protein_coding
NAT10,8.77002,8.28041,9.25998,OK,protein_coding
EHF,0.197398,0.0361763,0.547803,OK,protein_coding
ELF5,0.0320148,0.0,0.124989,OK,protein_coding
PRRG4,0.683383,0.593556,0.770883,OK,protein_coding
CAPRIN1,39.5817,38.3941,40.8552,OK,protein_coding
ATP5G2,148.381,145.353,154.129,OK,protein_coding
DNAJC14,13.071,12.1369,14.0448,OK,protein_coding
CD63,404.323,312.573,323.883,OK,protein_coding
PRPH,1.35073,0.953448,1.66098,OK,protein_coding
AVIL,3.80511,3.2512,4.36136,OK,protein_coding
AMHR2,0.00696463,0.0,0.122087,OK,protein_coding
GDF11,2.46577,2.24512,2.69087,OK,protein_coding
GLS2,0.874188,0.631608,1.11621,OK,protein_coding
ITGA7,19.4046,18.0706,20.8674,OK,protein_coding
KIAA0748,0.113917,0.0547313,0.349157,OK,protein_coding
FAM186B,0.194306,0.083405,0.312753,OK,protein_coding
RDH5,6.0636,5.1147,7.01358,OK,protein_coding
AGAP2,0.399791,0.29267,0.511758,OK,protein_coding
BLOC1S1,46.3497,43.156,49.6096,OK,protein_coding
KRT85,0.00151968,0.0,0.0577897,OK,protein_coding
CDK4,62.8576,60.5355,65.7538,OK,protein_coding
PPP1R1A,2.02838,1.41309,2.64367,OK,protein_coding
TROAP,6.35396,5.38725,6.94706,OK,protein_coding
TSPAN31,22.4628,20.9062,24.174,OK,protein_coding
B4GALNT1,0.348789,0.208494,0.652834,OK,protein_coding
TFCP2,13.7288,12.9497,14.559,OK,protein_coding
COQ10A,11.5266,10.6682,12.3836,OK,protein_coding
FAIM2,2.36863,2.01373,2.72406,OK,protein_coding
PAN2,31.4058,29.1476,33.664,OK,protein_coding
ESPL1,1.49393,1.2497,1.73634,OK,protein_coding
KRT121P,0.0,0.0,0.0330081,OK,pseudogene
KRT7,0.213539,0.021653,0.521215,OK,protein_coding
ZC3H10,2.93901,2.50214,3.21932,OK,protein_coding
HNRNPA1,943.855,835.259,851.672,OK,protein_coding
SLC26A10,10.0973,9.07859,11.133,OK,protein_coding
ACVR1B,6.74775,6.1775,7.32043,OK,protein_coding
OS9,157.465,153.706,159.745,OK,protein_coding
MIP,0.0265342,0.0,0.0834026,OK,protein_coding
KCNH3,0.554431,0.310002,0.813156,OK,protein_coding
LTV1,8.48453,7.87849,9.09887,OK,protein_coding
MAP7,0.61953,0.501651,0.738748,OK,protein_coding
CD164,71.4649,70.0558,74.3067,OK,protein_coding
LACE1,1.1278,0.855411,1.39678,OK,protein_coding
NHSL1,5.97132,4.87949,6.18202,OK,protein_coding
AHI1,8.62997,6.6891,8.17442,OK,protein_coding
HEY2,0.634595,0.513339,0.756128,OK,protein_coding
PKIB,0.437937,0.231964,0.646584,OK,protein_coding
NMBR,0.15429,0.0474737,0.269692,OK,protein_coding
SMPD2,5.95359,5.12443,6.76841,OK,protein_coding
MICAL1,16.8693,14.7448,16.5475,OK,protein_coding
REPS1,15.6935,14.1043,17.2893,OK,protein_coding
STX11,0.403944,0.27579,0.530364,OK,protein_coding
TEC,0.372681,0.236006,0.530987,OK,protein_coding
PRADC1,6.93865,6.21715,7.66568,OK,protein_coding
SEMA4F,4.34342,3.98771,4.69915,OK,protein_coding
CCT7,76.9983,71.8844,77.0742,OK,protein_coding
RAB11FIP5,12.6767,11.8364,13.5452,OK,protein_coding
SMYD5,5.47475,4.83955,6.10042,OK,protein_coding
DYSF,2.2817,1.96865,2.67275,OK,protein_coding
CCDC142,6.44012,5.76308,7.11845,OK,protein_coding
EMX1,0.00687324,0.0,0.098444,OK,protein_coding
KCNMB4,5.8109,4.89632,6.72801,OK,protein_coding
USP15,14.2488,12.3433,15.2767,OK,protein_coding
GNS,29.6043,28.5938,30.7988,OK,protein_coding
CPM,2.45006,1.49076,3.50837,OK,protein_coding
MDM2,6.81936,5.42104,8.65861,OK,protein_coding
KLHL36,8.81004,8.35404,9.26927,OK,protein_coding
BCMO1,0.032855,0.0,0.0854035,OK,protein_coding
MPHOSPH6,4.98492,4.14711,5.83109,OK,protein_coding
CHST5,0.46193,0.219032,0.705187,OK,protein_coding
KIAA0513,0.899655,0.71876,1.09961,OK,protein_coding
DYNC1LI2,62.8178,47.7759,52.6403,OK,protein_coding
FBXL8,2.58761,2.08502,3.10047,OK,protein_coding
FHOD1,13.1731,10.3077,12.1846,OK,protein_coding
CCDC102A,11.6714,10.7986,12.5749,OK,protein_coding
SLC9A5,2.54987,2.18653,2.91335,OK,protein_coding
AGT,3.29912,2.80733,3.6001,OK,protein_coding
ZNF670,1.30173,1.06592,1.53745,OK,protein_coding
PCNXL2,7.58065,5.98793,7.74996,OK,protein_coding
KCNK1,16.5492,15.2952,17.8199,OK,protein_coding
URB2,0.750764,0.629779,0.873545,OK,protein_coding
EGLN1,15.3682,13.1396,17.3406,OK,protein_coding
CAPN9,0.284968,0.152884,0.418385,OK,protein_coding
COG2,5.49169,5.04092,5.94275,OK,protein_coding
ABCB10,3.24337,2.95858,3.53122,OK,protein_coding
NTPCR,19.8362,18.6213,21.052,OK,protein_coding
TAF5L,3.10454,2.64491,3.5667,OK,protein_coding
GLUL,259.129,254.306,263.962,OK,protein_coding
STX6,7.86154,7.07139,8.61198,OK,protein_coding
RGS8,0.597131,0.372818,0.821667,OK,protein_coding
RNASEL,5.99453,5.63314,6.35827,OK,protein_coding
DHX9,46.5855,41.3898,44.8022,OK,protein_coding
KIAA1614,3.24288,2.98663,3.49119,OK,protein_coding
CEP350,6.23926,5.71698,6.76181,OK,protein_coding
NPL,2.36852,1.88651,2.84865,OK,protein_coding
FAM129A,21.3505,20.8351,22.1017,OK,protein_coding
PIGC,17.3545,16.437,18.2689,OK,protein_coding
ACBD6,30.6352,28.8226,32.4651,OK,protein_coding
LAMC1,69.7913,67.83,72.0292,OK,protein_coding
RC3H1,1.30203,1.17997,1.56903,OK,protein_coding
SP110,12.2337,10.9777,13.5104,OK,protein_coding
MRPL44,6.98664,5.91384,7.067,OK,protein_coding
CHRND,0.15747,0.0575876,0.276101,OK,protein_coding
PAX3,0.231455,0.120339,0.35844,OK,protein_coding
DOCK10,6.32667,4.87312,6.88379,OK,protein_coding
TTLL4,5.23086,4.23865,6.19698,OK,protein_coding
USP37,2.17338,1.91629,2.47349,OK,protein_coding
HTR2B,0.414023,0.309264,0.517939,OK,protein_coding
ITM2C,362.073,362.371,372.778,OK,protein_coding
SLC19A3,0.492059,0.232991,0.728736,OK,protein_coding
SERPINE2,97.4801,95.6095,100.165,OK,protein_coding
DNAJB2,41.2523,39.2868,42.6732,OK,protein_coding
WNT10A,0.0914897,0.0106947,0.255262,OK,protein_coding
TMBIM1,65.1215,63.3885,66.8536,OK,protein_coding
CYP27A1,14.7285,13.9279,15.5484,OK,protein_coding
EIF4E2,26.3008,20.8797,23.5357,OK,protein_coding
ARMC9,14.5247,12.4832,14.4693,OK,protein_coding
CAB39,11.2842,10.6804,11.8874,OK,protein_coding
COX5B,69.8407,66.3144,73.5906,OK,protein_coding
REV1,19.9179,16.925,19.8,OK,protein_coding
TSGA10,2.50407,1.57657,3.47144,OK,protein_coding
MFSD9,4.90018,3.71262,5.29395,OK,protein_coding
TMEM127,15.6336,14.8985,16.4174,OK,protein_coding
EDAR,2.02411,1.84377,2.20512,OK,protein_coding
TGFBRAP1,5.61473,5.23112,5.99996,OK,protein_coding
GCC2,11.1509,8.89218,10.6887,OK,protein_coding
MRPS9,8.53843,7.04237,8.37343,OK,protein_coding
GPR45,0.0358754,0.00789551,0.0631641,OK,protein_coding
C2orf49,10.0414,9.14973,10.9366,OK,protein_coding
ANKRD36,12.3614,11.7587,12.9672,OK,protein_coding
EPC2,11.0702,10.5985,11.5445,OK,protein_coding
ARHGEF4,14.7153,13.4839,15.8836,OK,protein_coding
ISCU,79.6995,76.76,82.7274,OK,protein_coding
ALDH1L2,7.74327,7.30371,8.14706,OK,protein_coding
STAB2,3.28933,2.79562,3.69682,OK,protein_coding
USP44,0.15361,0.0278095,0.304449,OK,protein_coding
SCYL2,8.37834,7.61148,9.01558,OK,protein_coding
CKAP4,49.4827,46.4076,48.6037,OK,protein_coding
PLXNC1,5.53176,4.98671,6.07778,OK,protein_coding
APPL2,28.0874,24.2108,27.5259,OK,protein_coding
PWP1,22.7201,21.2438,24.2605,OK,protein_coding
DRAM1,1.60701,1.1744,1.99854,OK,protein_coding
KIAA1033,12.7401,11.3305,13.2878,OK,protein_coding
SLC41A2,3.22569,2.60198,3.84158,OK,protein_coding
VILL,8.99385,8.50927,9.47967,OK,protein_coding
FLNB,49.3451,46.0621,49.9191,OK,protein_coding
NEK3,12.0636,10.9038,13.0531,OK,protein_coding
PCDH8,0.0555198,0.0201598,0.0916236,OK,protein_coding
VPS36,10.6338,9.44961,11.0367,OK,protein_coding
RNASEH2B,5.31287,4.08319,5.51877,OK,protein_coding
CKAP2,6.1016,5.33418,6.72815,OK,protein_coding
LECT1,16.513,15.5247,17.5475,OK,protein_coding
TBC1D4,4.81866,4.48663,5.31735,OK,protein_coding
THSD1,4.02538,3.68948,4.36205,OK,protein_coding
BORA,0.904881,0.71969,1.08876,OK,protein_coding
LRCH1,4.74585,4.3767,5.14047,OK,protein_coding
SUCLA2,19.1476,16.3105,18.4069,OK,protein_coding
RCBTB1,7.93241,7.27913,8.59785,OK,protein_coding
MED4,27.1192,25.357,28.9728,OK,protein_coding
PHF11,11.3632,9.72923,12.1409,OK,protein_coding
RPL13AP25,11.9642,7.25497,9.43591,OK,pseudogene
COG3,8.78569,7.27075,8.47034,OK,protein_coding
LMO7,55.4061,53.1356,58.1335,OK,protein_coding
SCEL,0.0543069,0.0141403,0.147301,OK,protein_coding
ITM2B,224.657,224.084,231.643,OK,protein_coding
SPRY2,27.7811,26.854,29.0899,OK,protein_coding
NUDT15,3.41426,3.07569,3.75834,OK,protein_coding
EDNRB,6.25142,5.82636,6.68333,OK,protein_coding
RCBTB2,31.6501,30.242,33.128,OK,protein_coding
LCP1,2.76741,2.48886,3.04606,OK,protein_coding
SETDB2,5.73974,5.14847,6.33638,OK,protein_coding
SCRN1,12.9935,12.4659,13.6217,OK,protein_coding
C7orf25,1.54754,1.06267,1.90799,OK,protein_coding
TNS3,44.9007,43.5388,45.2247,OK,protein_coding
SPDYE1,0.20287,0.13882,0.262215,OK,protein_coding
CHST12,12.4863,11.6273,13.3498,OK,protein_coding
IGF2BP3,1.43167,1.14155,1.73093,OK,protein_coding
GPNMB,60.2754,58.7238,61.8487,OK,protein_coding
RAPGEF5,6.02637,4.63999,6.06746,OK,protein_coding
RAC1,64.0785,62.5622,66.728,OK,protein_coding
KDELR2,68.4934,66.7497,71.1133,OK,protein_coding
NUPL2,21.7284,18.575,21.7743,OK,protein_coding
IL6,0.0189272,0.0,0.202216,OK,protein_coding
ZDHHC4,26.667,25.4619,27.8739,OK,protein_coding
AOAH,1.70675,1.23674,2.13692,OK,protein_coding
BZW2,16.0669,13.4937,15.5039,OK,protein_coding
DGKB,0.852839,0.596428,1.15944,OK,protein_coding
TBRG4,14.8736,13.3589,15.887,OK,protein_coding
DDX56,30.9647,29.5718,32.2385,OK,protein_coding
HUS1,4.35438,3.82199,4.88778,OK,protein_coding
NACAD,3.66981,3.37698,4.04412,OK,protein_coding
DBNL,26.8329,25.4879,28.3939,OK,protein_coding
CCM2,11.8612,11.1547,12.5662,OK,protein_coding
MYO1G,0.199638,0.131399,0.268198,OK,protein_coding
TTYH3,28.371,27.629,29.114,OK,protein_coding
MMD2,0.0575834,0.0127971,0.102377,OK,protein_coding
CIDEB,14.4813,11.9118,13.7872,OK,protein_coding
TTC5,4.68325,4.00057,4.98527,OK,protein_coding
NKX2-1,0.000687008,0.0,0.0735488,OK,protein_coding
ZFHX2,0.33371,0.227607,0.444065,OK,protein_coding
MTHFS,15.3922,10.1799,12.523,OK,protein_coding
ADAMTS7,12.6032,12.1593,13.0468,OK,protein_coding
FAM108C1,8.68703,7.74288,9.63219,OK,protein_coding
IREB2,11.482,10.7596,12.2015,OK,protein_coding
ALPK3,1.2453,1.09868,1.43229,OK,protein_coding
TM6SF1,2.22004,1.75567,2.68832,OK,protein_coding
CIB2,13.3705,12.0311,14.7234,OK,protein_coding
CALCOCO2,83.4763,69.169,74.5835,OK,protein_coding
RSAD1,21.3488,19.4826,23.2145,OK,protein_coding
NMT1,9.13322,8.63263,9.59119,OK,protein_coding
MYCBPAP,2.3435,1.6956,2.86623,OK,protein_coding
SRSF1,26.4167,25.0009,26.3255,OK,protein_coding
VEZF1,15.7342,14.6898,15.851,OK,protein_coding
CHAD,6.47424,5.83524,7.11746,OK,protein_coding
TACO1,4.49111,3.55338,4.51827,OK,protein_coding
TEX2,5.35997,4.9485,5.59082,OK,protein_coding
DCAF7,16.869,16.26,17.6225,OK,protein_coding
LIMD2,4.38712,4.06215,4.71209,OK,protein_coding
BRIP1,0.581624,0.489511,0.671586,OK,protein_coding
KAT7,13.4597,12.6268,14.399,OK,protein_coding
RTP4,0.13139,0.0613503,0.192815,OK,protein_coding
ACTL6A,15.7704,12.5537,14.9357,OK,protein_coding
NDUFB5,29.1906,23.1872,26.1867,OK,protein_coding
MRPL47,8.8493,7.92715,9.77134,OK,protein_coding
TRA2B,61.4887,56.9496,65.8075,OK,protein_coding
SCN2A,0.145882,0.0750766,0.231772,OK,protein_coding
TBR1,0.0100289,0.0,0.129874,OK,protein_coding
2015-03-07 00:00:00,21.6463,20.4228,22.6151,OK,protein_coding
ERMN,0.148458,0.0227846,0.312761,OK,protein_coding
GALNT5,6.49894,6.2195,6.77576,OK,protein_coding
SCN7A,3.52719,3.18125,3.87384,OK,protein_coding
TANK,18.3431,16.6429,20.0555,OK,protein_coding
SKIL,9.25475,8.33374,9.85385,OK,protein_coding
EPRS,15.2708,14.3494,15.9304,OK,protein_coding
HLX,0.926118,0.624741,1.22759,OK,protein_coding
VPS45,23.1206,20.7798,23.6649,OK,protein_coding
IL10,0.60188,0.359294,0.847735,OK,protein_coding
KCTD3,20.7654,19.8694,21.6629,OK,protein_coding
RPS6KC1,5.67055,5.31004,6.04561,OK,protein_coding
RASSF5,1.70487,1.50143,1.9095,OK,protein_coding
CBWD2,13.915,11.4166,13.5681,OK,protein_coding
IL36G,0.0140909,0.0,0.129864,OK,protein_coding
IL1RN,0.193282,0.0567974,0.376234,OK,protein_coding
SMPD4,21.144,19.9745,22.4474,OK,protein_coding
WDR33,9.94854,9.35017,10.6492,OK,protein_coding
CCDC115,17.4414,14.9166,16.8841,OK,protein_coding
SAP130,7.09559,6.67336,7.54977,OK,protein_coding
BIN1,26.875,25.4989,28.3129,OK,protein_coding
IMP4,16.7944,15.5557,18.0237,OK,protein_coding
HS6ST1,13.2439,12.7294,13.8783,OK,protein_coding
UGGT1,5.38546,4.86251,5.9082,OK,protein_coding
GYPC,38.0419,36.1508,40.1301,OK,protein_coding
STAM,6.39136,5.47227,6.77762,OK,protein_coding
GAD2,0.227881,0.0846823,0.369914,OK,protein_coding
ABI1,21.6077,20.478,22.7578,OK,protein_coding
YME1L1,42.1484,39.0578,41.3286,OK,protein_coding
DNAJC1,15.0041,14.2572,15.7514,OK,protein_coding
NIPSNAP3A,8.58043,7.92624,9.23885,OK,protein_coding
LRRC8A,8.97887,8.59475,9.36464,OK,protein_coding
C9orf4,3.09149,2.44697,3.16916,OK,protein_coding
CDK9,26.8051,23.5762,28.1924,OK,protein_coding
TXN,34.7297,32.7251,36.7959,OK,protein_coding
ODF2,22.4347,20.9035,23.4737,OK,protein_coding
KIAA0368,17.8647,16.814,18.9593,OK,protein_coding
TOR1B,8.46224,7.69485,9.22561,OK,protein_coding
C9orf78,27.6647,22.1696,25.0994,OK,protein_coding
SMC2,3.78747,3.53612,4.0608,OK,protein_coding
KLF4,3.39808,3.07402,3.72185,OK,protein_coding
TOR1A,16.4737,15.7381,17.2069,OK,protein_coding
RALGPS1,1.89266,1.68258,2.10167,OK,protein_coding
FAM129B,24.0238,23.1017,24.914,OK,protein_coding
OR13C9,0.00604869,0.0,0.0426952,OK,protein_coding
ST6GALNAC4,6.66045,6.09412,7.22544,OK,protein_coding
TMOD1,0.33501,0.253369,0.41654,OK,protein_coding
DAB2IP,8.6366,8.06268,9.12155,OK,protein_coding
STXBP1,9.41864,8.79972,10.0923,OK,protein_coding
SLC2A8,17.2603,15.3534,18.7402,OK,protein_coding
ANGPTL2,35.8194,34.5692,37.2236,OK,protein_coding
CDK5RAP2,16.5492,14.8666,16.826,OK,protein_coding
ZFP37,3.55039,3.20842,3.89607,OK,protein_coding
SLC31A2,0.266335,0.144557,0.385069,OK,protein_coding
SLC31A1,5.02315,4.63723,5.42915,OK,protein_coding
TLR4,1.20841,1.01515,1.40197,OK,protein_coding
ZNF189,8.25797,7.76645,8.75254,OK,protein_coding
ALDOB,0.162586,0.00695951,0.425998,OK,protein_coding
STX17,7.20615,6.64509,7.76723,OK,protein_coding
PRPF4,7.08399,6.53961,7.59126,OK,protein_coding
FPGS,16.9619,14.4192,16.7484,OK,protein_coding
USP20,11.9115,11.1846,12.6389,OK,protein_coding
BAAT,0.00429569,0.0,0.0267349,OK,protein_coding
KIF12,0.677759,0.3874,0.971366,OK,protein_coding
ATP6V1G1,85.6939,83.4161,89.3827,OK,protein_coding
TEX10,10.3298,9.77365,10.8879,OK,protein_coding
GARNL3,14.2898,12.6954,15.8897,OK,protein_coding
MRPL50,3.87598,3.4574,4.29652,OK,protein_coding
DPM2,14.4189,13.4095,15.4349,OK,protein_coding
WDR38,0.0260525,0.0,0.0652704,OK,protein_coding
TSTD2,8.24229,7.44538,8.55729,OK,protein_coding
GABBR2,0.154824,0.0980798,0.212894,OK,protein_coding
HEMGN,0.0619204,0.0137604,0.110083,OK,protein_coding
PSMB7,76.3544,73.4642,79.8921,OK,protein_coding
NR5A1,0.00470042,0.0,0.0706557,OK,protein_coding
C9orf156,4.93151,4.3591,5.50699,OK,protein_coding
RABEPK,9.26565,8.53468,10.001,OK,protein_coding
GOLGA1,4.6295,4.28505,4.97391,OK,protein_coding
XPA,11.3628,10.4759,12.2466,OK,protein_coding
NCBP1,5.39353,4.92771,5.85791,OK,protein_coding
ANP32B,86.2562,83.8686,89.9049,OK,protein_coding
OR1L4,0.0186684,0.0,0.0436531,OK,protein_coding
PDCL,8.81101,8.07203,9.55136,OK,protein_coding
RPL35,670.476,664.273,694.332,OK,protein_coding
CTSL2,0.435731,0.250867,0.623048,OK,protein_coding
LMX1B,50.2839,49.5884,52.1057,OK,protein_coding
ARPC5L,9.34122,8.58959,10.1041,OK,protein_coding
ENPP2,6.32196,5.93048,6.71362,OK,protein_coding
DSCC1,2.21397,1.90293,2.53136,OK,protein_coding
DERL1,20.3055,16.6148,19.2427,OK,protein_coding
MYC,4.33102,3.92142,4.74253,OK,protein_coding
NOV,15.1518,14.4147,15.9716,OK,protein_coding
IL33,14.0206,12.1557,13.815,OK,protein_coding
C9orf123,14.1988,12.8048,15.5989,OK,protein_coding
RANBP6,3.87048,3.57677,4.17081,OK,protein_coding
POLR1E,10.0323,9.33078,10.7419,OK,protein_coding
